City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,sao joao da barra,-21.6403,-41.0511,24.16,94,11,1.35,BR,1675655695
289,bedford,52.1346,-0.4663,1.8,88,91,2.01,GB,1675655466
290,shu,43.5983,73.7614,-1.22,91,100,2.14,KZ,1675655696
291,ritchie,-29.038,24.6028,17.56,55,19,1.03,ZA,1675655696
292,inhambane,-23.865,35.3833,22.66,86,34,2.86,MZ,1675655697
293,tuatapere,-46.1333,167.6833,19.58,52,84,5.17,NZ,1675655697
294,vestmanna,62.1564,-7.1664,8.51,93,100,9.77,FO,1675655698
295,guanica,17.9716,-66.908,25.51,64,3,3.97,PR,1675655698
296,port lincoln,-34.7333,135.8667,21.51,59,2,5.03,AU,1675655698
297,nemuro,43.3236,145.575,-1.71,70,80,0.43,JP,1675655699
298,chapais,49.7834,-74.8492,-18.12,100,91,1.71,CA,1675655617
299,oranjemund,-28.55,16.4333,17.3,95,100,3.3,NA,1675655699
300,vila velha,-20.3297,-40.2925,26.08,84,0,2.57,BR,1675655511
301,saint-denis,48.9167,2.3333,3.93,91,0,5.66,FR,1675655699
302,curuguaty,-24.4694,-55.6945,20.89,73,100,0.87,PY,1675655700
303,mazatlan,23.2167,-106.4167,19.95,87,7,1.79,MX,1675655700
304,talara,-4.5772,-81.2719,25.42,65,0,5.66,PE,1675655700
305,sioux lookout,50.1001,-91.917,-14.96,78,40,3.09,CA,1675655701
306,vredendal,-31.6683,18.5012,17.45,90,7,0.62,ZA,1675655701
307,bathsheba,13.2167,-59.5167,24.34,88,75,9.26,BB,1675655702
308,bambous virieux,-20.3428,57.7575,28.45,94,40,1.54,MU,1675655703
309,mongo,12.1844,18.693,21.69,14,98,2.99,TD,1675655708
310,northam,51.0333,-4.2167,2.56,90,12,3.04,GB,1675655710
311,andreyevo,55.9465,41.1505,-13.07,98,96,0.61,RU,1675655711
312,haines junction,60.7522,-137.5108,-11.03,85,100,1.03,CA,1675655713
313,dunedin,-45.8742,170.5036,19.83,58,63,5.34,NZ,1675655670
314,soria,41.6667,-2.6667,-1.28,77,18,2.41,ES,1675655715
315,poddorye,57.4695,31.1156,-5.9,95,100,3.65,RU,1675655716
316,briancon,44.9,6.65,-0.77,95,98,2.35,FR,1675655720
317,haimen,23.1935,116.6142,17.94,87,98,2.88,CN,1675655519
318,nuuk,64.1835,-51.7216,-11.18,85,100,2.68,GL,1675655501
319,natchez,31.5604,-91.4032,9.69,93,0,1.54,US,1675655726
320,tommot,58.9564,126.2925,-30.15,88,100,2.56,RU,1675655625
321,san patricio,28.017,-97.5169,18.8,92,0,3.61,US,1675655496
322,palatka,29.6486,-81.6376,14.98,91,4,1.56,US,1675655740
323,palmerston,-12.486,130.9833,33.35,69,75,4.12,AU,1675655746
324,yar-sale,66.8333,70.8333,-28.27,100,94,0.3,RU,1675655746
325,bilibino,68.0546,166.4372,-36.35,100,100,0.72,RU,1675655748
326,ribeira grande,38.5167,-28.7,15.99,94,100,7.6,PT,1675655499
327,buchanan,5.8808,-10.0467,25.58,91,99,2.03,LR,1675655749
328,los llanos de aridane,28.6585,-17.9182,12.86,72,0,4.12,ES,1675655749
329,mantua,45.1667,10.7833,4.08,83,29,0.89,IT,1675655750
330,brewster,41.3973,-73.6171,4.38,67,0,0.0,US,1675655544
331,kitahiroshima,42.9758,141.5672,3.56,34,48,1.34,JP,1675655750
332,arlit,18.7369,7.3853,19.86,17,30,3.78,NE,1675655751
333,codajas,-3.8367,-62.0569,22.53,99,100,0.9,BR,1675655751
334,nichinan,31.6,131.3667,9.82,83,100,3.94,JP,1675655752
335,usevya,-7.1,31.2333,17.37,93,100,0.94,TZ,1675655752
336,berbera,10.4396,45.0143,22.55,72,46,3.04,SO,1675655753
337,conway,35.0887,-92.4421,10.99,83,0,0.45,US,1675655490
338,husavik,66.0449,-17.3389,2.07,65,92,8.41,IS,1675655753
339,puerto del rosario,28.5004,-13.8627,13.86,77,40,2.57,ES,1675655754
340,kaitangata,-46.2817,169.8464,19.71,53,68,4.99,NZ,1675655754
341,honiara,-9.4333,159.95,24.96,94,100,3.58,SB,1675655754
342,shaoyang,27.2315,111.4525,9.06,85,100,0.96,CN,1675655755
343,san jose,37.3394,-121.895,9.9,81,75,3.09,US,1675655103
344,taltal,-25.4,-70.4833,20.85,84,5,1.41,CL,1675655755
345,sitka,57.0531,-135.33,5.94,65,100,11.32,US,1675655662
346,kavieng,-2.5744,150.7967,28.91,70,83,2.86,PG,1675655756
347,gogrial,8.5332,28.1004,22.61,19,50,2.0,SS,1675655756
348,grand gaube,-20.0064,57.6608,28.54,73,89,2.68,MU,1675655756
349,pingyi,35.5006,117.6308,10.83,47,18,1.7,CN,1675655757
350,dongsheng,39.8161,109.9776,-1.07,28,16,1.91,CN,1675655513
351,coos bay,43.3665,-124.2179,8.85,81,100,2.57,US,1675655111
352,chokurdakh,70.6333,147.9167,-37.05,100,92,1.15,RU,1675655627
353,kapit,2.0167,112.9333,29.07,77,100,0.69,MY,1675655758
354,kupang,-10.1667,123.5833,31.32,70,75,5.14,ID,1675655554
355,sur,22.5667,59.5289,22.55,61,6,1.87,OM,1675655758
356,kieta,-6.2167,155.6333,27.25,80,100,2.15,PG,1675655758
357,port hardy,50.6996,-127.4199,6.1,87,100,2.57,CA,1675655759
358,coahuayana,18.7333,-103.6833,21.02,83,0,1.4,MX,1675655759
359,breves,-1.6822,-50.4803,22.41,97,82,1.35,BR,1675655760
360,ciudad del maiz,22.4,-99.6,10.2,84,0,1.02,MX,1675655760
361,makakilo city,21.3469,-158.0858,26.18,66,75,9.26,US,1675655760
362,cabo san lucas,22.8909,-109.9124,21.4,75,71,5.65,MX,1675655761
363,winnipeg,49.8844,-97.147,-7.79,91,100,10.8,CA,1675655115
364,tezu,27.9167,96.1667,23.95,23,38,1.95,IN,1675655761
365,kang,-23.6752,22.7876,20.62,76,100,2.56,BW,1675655762
366,nanortalik,60.1432,-45.2371,-8.18,76,100,11.66,GL,1675655762
367,launceston,-41.45,147.1667,26.2,42,40,6.69,AU,1675655763
368,celestun,20.8667,-90.4,22.27,73,27,5.94,MX,1675655765
369,rafai,4.95,23.9167,18.93,26,32,0.68,CF,1675655767
370,alyangula,-13.8483,136.4192,30.39,51,93,0.85,AU,1675655767
371,ucluelet,48.9329,-125.5528,7.83,86,98,0.89,CA,1675655768
372,salinas,36.6777,-121.6555,10.84,80,20,3.6,US,1675655381
373,zaranj,30.9667,61.8833,5.98,50,7,2.7,AF,1675655699
374,maceio,-9.6658,-35.7353,24.69,88,20,0.0,BR,1675655531
375,kasane,-17.8167,25.15,17.87,98,91,1.57,BW,1675655772
376,cockburn town,21.4612,-71.1419,25.49,80,1,9.55,TC,1675655591
377,tateyama,34.9833,139.8667,10.48,54,60,2.63,JP,1675655775
378,forrest city,35.0081,-90.7898,9.18,80,0,1.43,US,1675655775
379,shubarkuduk,49.1447,56.4872,-17.67,96,13,2.85,KZ,1675655776
380,turukhansk,65.8167,87.9833,-19.73,100,98,1.6,RU,1675655777
381,sable-sur-sarthe,47.8376,-0.3329,2.14,90,2,4.36,FR,1675655777
382,aksu,41.1231,80.2644,-2.33,64,100,1.27,CN,1675655778
383,luanda,-8.8368,13.2343,26.0,83,75,2.06,AO,1675655778
384,rawson,-43.3002,-65.1023,17.11,63,53,6.55,AR,1675655779
385,meulaboh,4.1363,96.1285,25.05,86,99,4.32,ID,1675655779
386,faya,18.3851,42.4509,11.29,40,82,1.68,SA,1675655780
387,benjamin hill,30.1667,-111.1,16.85,22,39,2.74,MX,1675655780
388,mayahi,13.9553,7.6712,21.61,19,95,4.59,NE,1675655781
389,vila franca do campo,37.7167,-25.4333,15.23,84,92,3.19,PT,1675655781
390,antalaha,-14.9003,50.2788,24.43,88,98,1.57,MG,1675655549
391,wukari,7.85,9.7833,23.06,20,76,0.89,NG,1675655782
392,roma,43.2128,-75.4557,5.96,75,100,0.0,US,1675655782
393,lazaro cardenas,17.9583,-102.2,23.1,82,0,1.43,MX,1675655552
394,chumikan,54.7183,135.315,-18.73,82,34,7.66,RU,1675655668
395,aksarka,66.5606,67.7975,-26.44,100,31,1.36,RU,1675655783
396,batemans bay,-35.7167,150.1833,24.5,60,1,4.08,AU,1675655784
397,darhan,49.4867,105.9228,-16.66,88,67,0.88,MN,1675655784
398,atar,20.5169,-13.0499,14.4,30,70,4.35,MR,1675655593
399,buluang,13.3068,123.3425,27.47,80,37,0.42,PH,1675655785
400,ust-uda,54.1742,103.0304,-16.29,97,100,1.38,RU,1675655786
401,coracao de jesus,-16.6853,-44.365,20.96,82,19,1.37,BR,1675655790
402,swindon,51.558,-1.7812,0.75,89,35,1.69,GB,1675655732
403,muslyumovo,55.3033,53.1947,-10.5,96,100,1.19,RU,1675655791
404,novoagansk,61.9449,76.6625,-16.6,96,100,1.06,RU,1675655791
405,djibo,14.1022,-1.6306,21.71,15,1,4.08,BF,1675655792
406,montrose,38.4166,-108.2673,-0.83,58,5,5.13,US,1675655792
407,george,-33.963,22.4617,19.75,100,100,2.57,ZA,1675655792
408,sirari,-1.2333,34.4333,16.85,67,91,2.51,TZ,1675655793
409,gunnedah,-30.9833,150.25,33.69,23,0,2.15,AU,1675655793
410,saint-georges,12.0564,-61.7485,25.82,78,40,7.72,GD,1675655706
411,depalpur,22.85,75.55,22.22,25,1,1.5,IN,1675655793
412,beaverlodge,55.2166,-119.4361,-0.36,75,5,5.23,CA,1675655794
413,patti,31.2808,74.8572,14.04,39,57,1.59,IN,1675655794
414,lata,40.1629,-8.3327,7.82,78,0,2.43,PT,1675655795
415,petropavlovsk-kamchatskiy,53.0452,158.6483,-1.67,47,40,1.0,RU,1675655795
416,poronaysk,49.2167,143.1167,-14.32,78,26,1.16,RU,1675655795
417,rio cuarto,-33.1307,-64.3499,22.87,60,0,4.12,AR,1675655796
418,sao francisco de paula,-29.4481,-50.5836,13.56,93,7,1.23,BR,1675655796
419,adrar,20.5022,-10.0711,13.06,31,97,4.46,MR,1675655796
420,darnah,32.767,22.6367,9.88,70,100,10.0,LY,1675655797
421,platanos,37.6667,21.6167,3.65,70,81,1.99,GR,1675655797
422,turayf,31.6725,38.6637,4.14,70,0,2.06,SA,1675655797
423,ilorin,8.5,4.55,25.55,74,100,2.35,NG,1675655798
424,asau,46.4333,26.4,-4.29,94,97,3.37,RO,1675655798
425,bouza,14.4229,6.0428,21.93,19,98,4.05,NE,1675655798
426,bandarbeyla,9.4942,50.8122,24.24,69,81,6.66,SO,1675655799
427,hamilton,39.1834,-84.5333,7.97,70,100,3.6,US,1675655625
428,manokwari,-0.8667,134.0833,24.72,90,100,2.15,ID,1675655799
429,zhigansk,66.7697,123.3711,-38.81,93,100,1.74,RU,1675655800
430,kavaratti,10.5669,72.642,27.18,70,13,2.14,IN,1675655800
431,nagato,34.3833,131.2,10.02,48,100,0.63,JP,1675655801
432,urtenen,47.0267,7.5008,3.47,88,75,4.12,CH,1675655801
433,ayan,56.45,138.1667,-18.32,65,64,2.25,RU,1675655801
434,xai-xai,-25.0519,33.6442,24.09,85,71,6.77,MZ,1675655802
435,balakhta,55.38,91.6,-21.01,100,99,0.55,RU,1675655802
436,luangwa,-15.6167,30.4167,20.69,98,49,1.41,ZM,1675655802
437,lavrentiya,65.5833,-171.0,-22.79,91,90,3.89,RU,1675655803
438,kununurra,-15.7667,128.7333,34.99,26,37,1.54,AU,1675655522
439,miami shores,25.8632,-80.1928,22.22,94,20,2.06,US,1675655803
440,capitao poco,-1.7464,-47.0594,22.09,98,99,1.48,BR,1675655803
441,fukumitsu,36.55,136.8667,12.35,36,29,1.82,JP,1675655804
442,gorontalo,0.5412,123.0595,31.07,54,85,0.88,ID,1675655804
443,jijiga,9.35,42.8,14.05,27,64,3.35,ET,1675655804
444,bestobe,52.4994,73.0975,-18.46,98,100,1.55,KZ,1675655805
445,santa rosa,14.3122,121.1114,30.61,70,70,4.91,PH,1675655508
446,praia da vitoria,38.7333,-27.0667,16.14,82,75,6.53,PT,1675655805
447,pacific grove,36.6177,-121.9166,10.61,83,75,3.58,US,1675655806
448,ostrovnoy,68.0531,39.5131,-9.54,88,100,8.17,RU,1675655806
449,portland,45.5234,-122.6762,9.05,86,100,3.6,US,1675655191
450,kahului,20.8947,-156.47,25.01,77,0,8.75,US,1675655806
451,katangli,51.7102,143.2326,-13.95,75,84,4.37,RU,1675655807
452,verkhoyansk,67.5447,133.385,-38.82,99,95,0.71,RU,1675655807
453,safaga,26.7292,33.9365,15.87,40,70,2.92,EG,1675655808
454,san miguel de cauri,-10.1,-76.5833,7.3,91,99,1.92,PE,1675655808
455,gigante,2.3868,-75.5453,21.35,73,78,1.37,CO,1675655808
456,labrea,-7.2586,-64.7981,22.93,98,100,0.29,BR,1675655809
457,la asuncion,11.0333,-63.8628,24.51,82,98,6.92,VE,1675655809
458,noumea,-22.2763,166.4572,33.33,99,82,4.68,NC,1675655653
459,inegol,40.0781,29.5133,1.6,99,100,3.46,TR,1675655810
460,port blair,11.6667,92.75,29.02,74,40,4.12,IN,1675655810
461,de-kastri,51.4667,140.7833,-14.16,78,100,2.95,RU,1675655810
462,qiongshan,20.0058,110.3542,24.99,78,75,4.0,CN,1675655811
463,miyako,39.6367,141.9525,6.64,60,94,1.2,JP,1675655811
464,zhelyabovka,45.3988,34.7578,1.51,84,100,7.76,UA,1675655811
465,luorong,24.4058,109.6086,13.06,90,100,1.6,CN,1675655812
466,gisborne,-38.6533,178.0042,21.61,76,88,3.78,NZ,1675655812
467,portoferraio,42.8115,10.3146,7.27,54,73,13.18,IT,1675655812
468,zaprudnya,56.5667,37.4333,-15.39,100,96,0.36,RU,1675655813
469,lorengau,-2.0226,147.2712,28.78,73,84,1.93,PG,1675655813
470,abu samrah,35.3029,37.1841,7.22,73,38,4.79,SY,1675655813
471,agarakadzor,39.7341,45.3527,-0.47,88,100,2.1,AM,1675655814
472,tevaitoa,-16.7833,-151.5,27.48,75,10,6.47,PF,1675655795
473,ponta do sol,32.6667,-17.1,16.35,61,5,2.48,PT,1675655614
474,comodoro rivadavia,-45.8667,-67.5,15.92,77,0,3.6,AR,1675655814
475,kukushtan,57.6464,56.4952,-11.21,97,100,1.36,RU,1675655815
476,sola,-13.8833,167.55,27.97,73,99,7.29,VU,1675655815
477,beysehir,37.6773,31.7246,-2.59,89,100,7.08,TR,1675655815
478,baghdad,33.3406,44.4009,10.95,71,0,4.12,IQ,1675655816
479,cascais,38.6979,-9.4215,11.7,53,54,4.47,PT,1675655816
480,waingapu,-9.6567,120.2641,25.91,86,100,7.95,ID,1675655816
481,kloulklubed,7.0419,134.2556,28.11,75,98,9.2,PW,1675655817
482,marawi,7.9986,124.2928,27.61,55,85,2.8,PH,1675655817
483,kamina,-8.7386,24.9906,15.42,96,93,1.23,CD,1675655817
484,derzhavinsk,51.1,66.3167,-9.26,96,100,0.9,KZ,1675655764
485,atambua,-9.1061,124.8925,26.19,72,88,2.02,ID,1675655818
486,santa cruz,-17.8,-63.1667,22.7,94,20,2.57,BO,1675655818
487,vostok,46.4856,135.8833,-12.77,75,80,3.69,RU,1675655819
488,constitucion,-35.3333,-72.4167,15.32,83,12,1.53,CL,1675655819
489,taldan,53.6667,124.8,-17.98,87,100,0.76,RU,1675655562
490,yulara,-25.2406,130.9889,32.28,10,0,4.24,AU,1675655820
491,san antonio,29.4241,-98.4936,17.55,76,0,0.0,US,1675655428
492,beringovskiy,63.05,179.3167,-28.22,94,96,4.84,RU,1675655820
493,shangrao,28.4532,117.9686,11.66,91,99,0.88,CN,1675655820
494,aswan,24.0934,32.907,12.61,32,0,0.0,EG,1675655821
495,tual,-5.6667,132.75,27.12,79,100,8.86,ID,1675655821
496,rutland,43.6167,-73.0162,1.69,77,100,0.45,US,1675655822
497,irpa irpa,-17.7167,-66.2667,15.0,78,99,0.53,BO,1675655822
498,tura,25.5198,90.2201,22.3,34,0,1.74,IN,1675655823
499,caldwell,43.6629,-116.6874,8.08,49,100,7.2,US,1675655824
500,bilma,18.6853,12.9164,15.63,16,11,6.28,NE,1675655825
501,gaoua,10.2992,-3.2508,24.75,18,24,1.01,BF,1675655825
502,healdsburg,38.6105,-122.8692,8.51,80,0,3.6,US,1675655825
503,oyama,36.3,139.8,11.07,36,15,0.71,JP,1675655826
504,victoria,22.2855,114.1577,22.75,83,98,2.24,HK,1675655550
505,keetmanshoop,-26.5833,18.1333,23.83,45,100,1.66,NA,1675655827
506,salair,54.2312,85.7972,-13.13,97,91,0.95,RU,1675655828
507,obo,5.3998,26.4869,20.1,22,99,1.44,CF,1675655829
508,pouebo,-20.4,164.5667,30.58,67,97,3.16,NC,1675655829
509,guadalupe y calvo,26.1,-106.9667,6.64,46,1,2.04,MX,1675655831
510,naze,28.3667,129.4833,17.51,93,100,8.6,JP,1675655831
511,okuchi,32.0667,130.6167,10.39,81,100,1.63,JP,1675655832
512,nizhnyaya omka,55.4338,74.9426,-19.43,100,100,2.51,RU,1675655832
513,oranjestad,12.524,-70.027,26.97,82,40,9.77,AW,1675655833
514,dudinka,69.4058,86.1778,-16.88,100,100,1.75,RU,1675655833
515,yuryevets,57.3201,43.1041,-13.74,98,91,0.64,RU,1675655834
516,roebourne,-20.7833,117.1333,37.71,26,0,5.84,AU,1675655834
517,nome,64.5011,-165.4064,-9.96,73,75,7.72,US,1675655835
518,yerbogachen,61.2767,108.0108,-24.81,98,100,1.16,RU,1675655835
519,arman,59.7,150.1667,-20.23,78,94,3.06,RU,1675655835
520,paciran,-6.8767,112.3761,26.55,82,100,3.7,ID,1675655836
521,vieques,18.425,-65.8329,24.49,83,20,1.54,PR,1675655836
522,datong,40.0936,113.2914,0.23,26,51,0.4,CN,1675655837
523,olafsvik,64.8945,-23.7142,1.71,73,70,15.49,IS,1675655837
524,baruun-urt,46.6806,113.2792,-12.49,75,19,2.33,MN,1675655838
525,korla,41.7597,86.1469,0.07,53,25,1.01,CN,1675655622
526,saldanha,-33.0117,17.9442,17.03,91,0,2.82,ZA,1675655838
527,arkhara,49.4212,130.0842,-17.13,90,91,1.84,RU,1675655839
528,fare,-16.7,-151.0167,27.51,75,74,6.67,PF,1675655839
529,beloha,-25.1667,45.05,22.43,88,100,4.4,MG,1675655840
530,vologda,59.2187,39.8886,-22.38,100,100,1.27,RU,1675655840
531,igrim,63.1906,64.4162,-25.23,100,100,0.64,RU,1675655811
532,khani,41.9563,42.9566,2.76,65,100,2.73,GE,1675655841
533,azanja,44.4339,20.8759,-4.3,71,43,5.67,RS,1675655841
534,peleduy,59.6289,112.7406,-24.09,96,99,0.28,RU,1675655842
535,mae hong son,19.3003,97.9685,23.08,64,20,0.0,TH,1675655842
536,bud,39.447,-86.1758,4.7,79,4,3.21,US,1675655843
537,codrington,-38.2667,141.9667,19.31,57,51,4.7,AU,1675655843
538,lumberton,34.6182,-79.0086,9.39,100,100,1.54,US,1675655844
539,taseyevo,57.2169,94.8978,-15.34,97,96,1.09,RU,1675655844
540,inirida,3.8653,-67.9239,22.17,98,79,0.95,CO,1675655844
541,zeya,53.75,127.2667,-19.11,93,100,1.0,RU,1675655557
542,carutapera,-1.195,-46.02,24.24,93,100,2.42,BR,1675655722
543,barra,-11.0894,-43.1417,24.47,63,100,0.85,BR,1675655846
544,pierre,44.3683,-100.351,1.51,76,0,9.26,US,1675655846
545,gainesville,29.6516,-82.3248,14.3,83,0,0.0,US,1675655597
546,strezhevoy,60.7333,77.5889,-23.49,100,100,0.6,RU,1675655756
547,bubaque,11.2833,-15.8333,24.43,54,100,6.87,GW,1675655849
548,mason city,43.1536,-93.201,-9.01,91,41,1.32,US,1675655554
549,blackwater,-23.5833,148.8833,33.16,51,94,5.52,AU,1675655849
550,otradnoye,59.7775,30.8181,-1.97,97,100,1.55,RU,1675655849
551,cape canaveral,28.4058,-80.6048,18.32,88,0,2.57,US,1675655850
552,santa cruz de tenerife,28.4682,-16.2546,14.84,92,0,0.51,ES,1675655850
553,hailey,43.5196,-114.3153,-2.08,86,40,1.54,US,1675655745
554,campobasso,41.6333,14.5833,1.08,87,99,4.86,IT,1675655681
555,woodward,36.4337,-99.3904,8.31,59,0,2.57,US,1675655851
556,mindelo,16.8901,-24.9804,19.75,52,20,10.29,CV,1675655851
557,asyut,27.181,31.1837,9.1,50,0,2.59,EG,1675655851
558,tierralta,8.1736,-76.0592,24.11,91,36,2.54,CO,1675655852
559,yaransk,57.3033,47.8861,-20.67,100,98,1.99,RU,1675655852
560,gao,16.6362,1.637,21.89,12,81,4.92,ML,1675655826
561,brae,60.3964,-1.353,8.36,89,100,11.21,GB,1675655667
562,lodwar,3.1191,35.5973,25.37,42,56,2.35,KE,1675655853
563,panaba,21.2833,-88.2667,20.78,85,34,3.03,MX,1675655853
564,merritt island,28.5392,-80.672,18.0,85,0,2.06,US,1675655759
565,hovd,48.0056,91.6419,-12.8,69,67,1.13,MN,1675655854
566,chipinge,-20.1883,32.6236,15.53,79,0,0.08,ZW,1675655854
567,johnson city,36.3134,-82.3535,8.5,77,100,0.0,US,1675655854
568,lampari,6.3125,124.8803,31.41,53,98,1.78,PH,1675655855
569,mubende,0.5606,31.39,17.2,50,63,0.38,UG,1675655855
570,linden,6.0,-58.3,21.31,99,100,0.65,GY,1675655855
571,axim,4.8699,-2.2405,26.26,91,85,3.35,GH,1675655856
572,north platte,41.1239,-100.7654,0.21,79,0,5.14,US,1675655856
